control_number,sequence_number,violator_id,status_description,gdate_happened,gdate_paid,original_fine,actual_fine,is_discounted,violation_type_description,registry_location,vehicle_make,vehicle_model,district,city,region,person_type
102218740,4,1459337653,Issued to violator but un-paid,2026-01-29 19:20:09+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,جي إم سي,يوكون,الوادي,دومة الجندل,منطقة الجوف,Saudi
102253799,8,2072166036,Issued to violator but un-paid,2026-01-29 19:15:30+00:00,,150,150,False,عدم ربط حزام,مرور الحاير,بي إم دبليو,بي إم دبليو 3 Series,الطلعة الشمالية,ضبا,منطقة تبوك,Alien
103163980,7,2884043237,Issued to violator but un-paid,2026-01-29 19:12:50+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,لكزس,لكزس LX,النزهة,دومة الجندل,منطقة الجوف,Alien
102253799,10,2803104111,Issued to violator but un-paid,2026-01-29 19:10:32+00:00,,150,150,False,عدم ربط حزام,مرور الحاير,نيسان,باترول,النزهة,دومة الجندل,منطقة الجوف,Alien
102253799,9,1676337341,Issued to violator but un-paid,2026-01-29 19:08:21+00:00,,150,150,False,عدم ربط حزام,مرور مكه المكرمه,جيب,شيروكي,حي البلد,الوجه,منطقة تبوك,Saudi
103163980,1,1901793793,Issued to violator but un-paid,2026-01-29 19:02:32+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور حفرالباطن,ميتسوبيشي,باجيرو,الصناعية,نجران,منطقة نجران,Saudi
101571189,3,1301797869,Issued to violator but un-paid,2026-01-29 19:01:53+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,هيونداي,سوناتا,الفيصلية,الخرج,منطقة الرياض,Saudi
103163980,1,1334229564,Issued to violator but un-paid,2026-01-29 19:00:00+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,نيسان,باترول,الصناعية,نجران,منطقة نجران,Saudi
103163980,9,1663991619,Issued to violator but un-paid,2026-01-29 18:57:39+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,شيفروليه,تاهو,حى الصناعية الجديدة,عرعر,الحدود الشمالية,Saudi
102218740,10,2138738223,Issued to violator but un-paid,2026-01-29 18:54:02+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الخرج,هيونداي,توسان,الروضة,جدة,منطقة مكة المكرمة,Alien
103163980,2,1763606273,Issued to violator but un-paid,2026-01-29 18:51:37+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,ميتسوبيشي,لانسر,الخالدية,صبيا,منطقة جازان,Saudi
100925051,7,1423350103,Issued to violator but un-paid,2026-01-29 18:50:16+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,نيسان,نافارا,الاحد,بلجرشي,منطقة الباحة,Saudi
103163980,5,1556349392,Issued to violator but un-paid,2026-01-29 18:49:59+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,كيا,سيراتو,الخالدية,صبيا,منطقة جازان,Saudi
102218740,7,2637187699,Issued to violator but un-paid,2026-01-29 18:47:40+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,تويوتا,كورولا,الفيصلية,نجران,منطقة نجران,Alien
100925051,4,2240505081,Issued to violator but un-paid,2026-01-29 18:47:16+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور حفرالباطن,فورد,رينجر,الحشو,بلجرشي,منطقة الباحة,Alien
101571189,6,1685870417,Issued to violator but un-paid,2026-01-29 18:45:44+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,بي إم دبليو,بي إم دبليو 3 Series,حي البلد,الوجه,منطقة تبوك,Saudi
101571189,6,1071017582,Issued to violator but un-paid,2026-01-29 18:45:42+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,جيب,رانجلر,الطويريق,رفحاء,الحدود الشمالية,Saudi
100925051,8,2875453917,Issued to violator but un-paid,2026-01-29 18:43:32+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,هيونداي,سوناتا,كريم,تبوك,منطقة تبوك,Alien
101571189,3,1668793816,Issued to violator but un-paid,2026-01-29 18:40:32+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,تويوتا,كورولا,العقله,الباحة,منطقة الباحة,Saudi
102218740,7,2928338726,Issued to violator but un-paid,2026-01-29 18:39:55+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,جي إم سي,يوكون,الحشو,بلجرشي,منطقة الباحة,Alien
101571189,3,1326761371,Issued to violator but un-paid,2026-01-29 18:34:47+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,هيونداي,سوناتا,الطويريق,رفحاء,الحدود الشمالية,Saudi
103163980,3,1360778266,Issued to violator but un-paid,2026-01-29 18:29:44+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,تويوتا,كورولا,المطار,نجران,منطقة نجران,Saudi
100925051,3,2512901629,Issued to violator but un-paid,2026-01-29 18:24:23+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,ميتسوبيشي,لانسر,الفلاح,تبوك,منطقة تبوك,Alien
102218740,3,2934744584,Issued to violator but un-paid,2026-01-29 18:23:02+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,بي إم دبليو,بي إم دبليو 3 Series,حي النسيم,عرعر,الحدود الشمالية,Alien
102253799,4,1100120100,Issued to violator but un-paid,2026-01-29 18:22:54+00:00,,150,150,False,عدم ربط حزام,مرور الحاير,جيب,شيروكي,حي المسفلة,مكة المكرمة,منطقة مكة المكرمة,Saudi
101571189,5,1927548179,Issued to violator but un-paid,2026-01-29 18:22:25+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,كيا,سبورتاج,المطار,نجران,منطقة نجران,Saudi
102253799,1,2084804152,Issued to violator but un-paid,2026-01-29 18:22:09+00:00,,150,150,False,عدم ربط حزام,مرور الخرج,هيونداي,كريتا,الياسمين,سكاكا,منطقة الجوف,Alien
102218740,3,1213190540,Issued to violator but un-paid,2026-01-29 18:12:57+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,ميتسوبيشي,لانسر,العليا,الرياض,منطقة الرياض,Saudi
102218740,2,1972874804,Issued to violator but un-paid,2026-01-29 18:06:50+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,تويوتا,كورولا,الصفا,جازان,منطقة جازان,Saudi
102253799,5,1826087887,Issued to violator but un-paid,2026-01-29 18:05:34+00:00,,150,150,True,عدم ربط حزام,مرور الناصرية,تويوتا,اف جي كروزر,الصدر,الباحة,منطقة الباحة,Saudi
100925051,2,1660102769,Issued to violator but un-paid,2026-01-29 17:59:23+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,فورد,رينجر,العليا,تبوك,منطقة تبوك,Saudi
103163980,7,2622380253,Issued to violator but un-paid,2026-01-29 17:57:23+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور مكه المكرمه,جيب,رانجلر,البلد,جدة,منطقة مكة المكرمة,Alien
103163980,4,2297535330,Issued to violator but un-paid,2026-01-29 17:54:26+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الخرج,كيا,كارينز,حي البلد,الوجه,منطقة تبوك,Alien
101571189,3,2945071957,Issued to violator but un-paid,2026-01-29 17:47:16+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الخرج,بي إم دبليو,بي إم دبليو 3 Series,الفيصلية,الخرج,منطقة الرياض,Alien
101571189,7,1703106169,Issued to violator but un-paid,2026-01-29 17:43:29+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الحاير,كيا,ريو,الغدير,الرياض,منطقة الرياض,Saudi
101571189,8,2239092498,Issued to violator but un-paid,2026-01-29 17:39:56+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,هوندا,هوندا CR-V,المطار,جازان,منطقة جازان,Alien
101571189,10,2566157124,Issued to violator but un-paid,2026-01-29 17:34:34+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,كيا,كارينز,الخالدية,صبيا,منطقة جازان,Alien
100925051,8,1674754616,Issued to violator but un-paid,2026-01-29 17:34:02+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,هيونداي,توسان,النزهة,دومة الجندل,منطقة الجوف,Saudi
103163980,6,1073476197,Issued to violator but un-paid,2026-01-29 17:29:00+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,مرسيدس بنز,مرسيدس بنز E-Class,الصدر,الباحة,منطقة الباحة,Saudi
101571189,10,1807406452,Issued to violator but un-paid,2026-01-29 17:28:11+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,هوندا,هوندا CR-V,البلد,جدة,منطقة مكة المكرمة,Saudi
101571189,9,1412220248,Issued to violator but un-paid,2026-01-29 17:26:16+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الحاير,نيسان,ألتيما,الطلعة الشمالية,ضبا,منطقة تبوك,Saudi
100925051,8,2884930859,Issued to violator but un-paid,2026-01-29 17:16:58+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور مكه المكرمه,كيا,سيراتو,الاحد,بلجرشي,منطقة الباحة,Alien
101571189,8,1222082420,Issued to violator but un-paid,2026-01-29 17:16:55+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,نيسان,نافارا,الياسمين,سكاكا,منطقة الجوف,Saudi
103163980,9,1494899026,Issued to violator but un-paid,2026-01-29 17:08:50+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,هيونداي,توسان,العقله,الباحة,منطقة الباحة,Saudi
100925051,2,1877278825,Issued to violator but un-paid,2026-01-29 16:58:22+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,نيسان,باترول,الاحد,بلجرشي,منطقة الباحة,Saudi
102218740,4,1899829097,Issued to violator but un-paid,2026-01-29 16:55:49+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الناصرية,فورد,إكسبلورر,الخالدية,صبيا,منطقة جازان,Saudi
102253799,9,2274053169,Issued to violator but un-paid,2026-01-29 16:53:50+00:00,,150,150,True,عدم ربط حزام,مرور شمال رياض,مازدا,مازدا CX-5,العليا,تبوك,منطقة تبوك,Alien
101571189,3,2231781600,Issued to violator but un-paid,2026-01-29 16:53:02+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الحاير,تويوتا,كروزر,حى الفيصلية,رفحاء,الحدود الشمالية,Alien
102253799,6,1885668342,Issued to violator but un-paid,2026-01-29 16:52:18+00:00,,150,150,False,عدم ربط حزام,مرور الخرج,كيا,سبورتاج,حي جرول,مكة المكرمة,منطقة مكة المكرمة,Saudi
102218740,7,1058127369,Issued to violator but un-paid,2026-01-29 16:49:29+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,بي إم دبليو,بي إم دبليو X5,الاحد,بلجرشي,منطقة الباحة,Saudi
102218740,9,1553290260,Issued to violator but un-paid,2026-01-29 16:49:17+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,هيونداي,توسان,حي النسيم,عرعر,الحدود الشمالية,Saudi
